codigo_ocorrencia1;ocorrencia_tipo;taxonomia_tipo_icao
88316;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS);ATM/CNS
88315;PERDA DE CONTROLE EM VOO;LOC-I
88314;TRÁFEGO AÉREO;MAC
88313;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88312;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88311;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88310;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88309;TRÁFEGO AÉREO;MAC
88308;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88306;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88306;OPERAÇÕES NO SOLO;[RAMP]
88305;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88303;MANOBRA ABRUPTA;AMAN
88303;PERDA DE CONTROLE EM VOO;LOC-I
88302;COLISÃO COM AVE;BIRD
88301;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88300;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88299;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88298;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88297;COLISÃO COM AVE;BIRD
88296;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88295;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88294;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88293;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88292;COLISÃO COM AVE;BIRD
88291;EXCURSÃO DE PISTA;RE
88290;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88289;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88288;CONTATO ANORMAL COM A PISTAA;ARC
88287;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88286;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88285;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88283;COLISÃO COM AVE;BIRD
88282;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88281;FOGO/FUMAÇA (SEM IMPACTO);F-NI
88278;OPERAÇÕES NO SOLO;[RAMP]
88277;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88276;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88275;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88274;PERDA DE CONTROLE NO SOLO;LOC-G
88272;COLISÃO NO SOLO;GCOL
88271;CONTATO ANORMAL COM A PISTAA;ARC
88269;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88268;EXCURSÃO DE PISTA;RE
88268;PERDA DE CONTROLE NO SOLO;LOC-G
88266;OUTROS;OTHR
88265;COLISÃO COM AVE;BIRD
88264;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88263;COLISÃO COM AVE;BIRD
88262;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88261;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88260;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88259;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88258;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88257;PERDA DE CONTROLE NO SOLO;LOC-G
88256;COLISÃO COM AVE;BIRD
88255;COLISÃO COM AVE;BIRD
88254;COLISÃO COM AVE;BIRD
88253;COLISÃO COM AVE;BIRD
88252;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88251;OUTROS;OTHR
88250;TRÁFEGO AÉREO;MAC
88248;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88247;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88246;EXCURSÃO DE PISTA;RE
88246;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88246;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88245;EXCURSÃO DE PISTA;RE
88245;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88244;INDETERMINADO;UNK
88242;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88241;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88239;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88238;AERÓDROMO;ADRM
88237;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88236;FOGO/FUMAÇA (SEM IMPACTO);F-NI
88235;INCURSÃO EM PISTA;RI
88234;INDETERMINADO;UNK
88233;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88232;TRÁFEGO AÉREO;MAC
88230;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88228;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88228;PERDA DE CONTROLE NO SOLO;LOC-G
88227;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88226;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88225;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88224;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88223;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88222;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88221;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88220;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88219;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88218;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88217;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
88216;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88214;COLISÃO COM AVE;BIRD
88213;COLISÃO COM AVE;BIRD
88212;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88211;COLISÃO COM AVE;BIRD
88210;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88209;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88208;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88207;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88206;TRÁFEGO AÉREO;MAC
88205;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88204;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88203;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88202;TRÁFEGO AÉREO;MAC
88201;EXCURSÃO DE PISTA;RE
88200;CONTATO ANORMAL COM A PISTAA;ARC
88199;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88198;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88197;COLISÃO COM AVE;BIRD
88194;TRÁFEGO AÉREO;MAC
88193;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88192;TRÁFEGO AÉREO;MAC
88191;PERDA DE CONTROLE EM VOO;LOC-I
88190;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS);ATM/CNS
88187;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88186;CONTATO ANORMAL COM A PISTAA;ARC
88185;COLISÃO COM AVE;BIRD
88184;EXCURSÃO DE PISTA;RE
88184;PERDA DE CONTROLE NO SOLO;LOC-G
88183;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88182;EXCURSÃO DE PISTA;RE
88182;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88181;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88180;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS);ATM/CNS
88179;TRÁFEGO AÉREO;MAC
88178;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS);ATM/CNS
88176;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88175;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88174;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88173;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88172;OPERAÇÕES NO SOLO;[RAMP]
88171;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88170;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88169;OPERAÇÕES NO SOLO;[RAMP]
88168;TRÁFEGO AÉREO;MAC
88167;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88166;TRÁFEGO AÉREO;MAC
88165;CORTANTE DE VENTO / TEMPESTADE;WSTRW
88164;COLISÃO COM AVE;BIRD
88163;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88162;TRÁFEGO AÉREO;MAC
88161;COLISÃO COM AVE;BIRD
88160;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88159;PERDA DE CONTROLE EM VOO;LOC-I
88158;COLISÃO COM AVE;BIRD
88157;COLISÃO COM AVE;BIRD
88156;OPERAÇÕES NO SOLO;[RAMP]
88155;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88154;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88153;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88152;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88151;CONTATO ANORMAL COM A PISTAA;ARC
88150;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88149;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88147;CONTATO ANORMAL COM A PISTAA;ARC
88147;OUTROS;OTHR
88145;COLISÃO COM AVE;BIRD
88143;AERÓDROMO;ADRM
88142;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88141;CONTATO ANORMAL COM A PISTAA;ARC
88141;EXCURSÃO DE PISTA;RE
88140;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88139;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88138;EXCURSÃO DE PISTA;RE
88137;POUSO AQUÉM/ALÉM DA PISTA;USOS
88136;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88135;EXCURSÃO DE PISTA;RE
88134;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88133;SEGURANÇA NA CABINE;CABIN
88132;TRÁFEGO AÉREO;MAC
88131;COLISÃO COM AVE;BIRD
88130;TRÁFEGO AÉREO;MAC
88129;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88128;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88127;TRÁFEGO AÉREO;MAC
88126;TRÁFEGO AÉREO;MAC
88125;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88124;OPERAÇÕES NO SOLO;[RAMP]
88123;OPERAÇÃO A BAIXA ALTITUDE;LALT
88122;AERÓDROMO;ADRM
88120;COLISÃO COM AVE;BIRD
88119;AERÓDROMO;ADRM
88118;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88117;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88116;TRÁFEGO AÉREO;MAC
88112;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88111;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88110;PERDA DE CONTROLE NO SOLO;LOC-G
88109;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
88109;EXCURSÃO DE PISTA;RE
88107;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88106;PERDA DE CONTROLE EM VOO;LOC-I
88105;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88104;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS);ATM/CNS
88103;INCURSÃO EM PISTA;RI
88102;CONTATO ANORMAL COM A PISTAA;ARC
88100;TRÁFEGO AÉREO;MAC
88099;TRÁFEGO AÉREO;MAC
88097;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88096;CONTATO ANORMAL COM A PISTAA;ARC
88096;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88095;COLISÃO NO SOLO;GCOL
88094;TRÁFEGO AÉREO;MAC
88092;PERDA DE CONTROLE EM VOO;LOC-I
88091;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88090;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88089;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88088;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88086;TRÁFEGO AÉREO;MAC
88084;TRÁFEGO AÉREO;MAC
88083;INCURSÃO EM PISTA;RI
88082;AERÓDROMO;ADRM
88082;CORTANTE DE VENTO / TEMPESTADE;WSTRW
88081;TRÁFEGO AÉREO;MAC
88080;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88079;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88078;SEGURANÇA NA CABINE;CABIN
88077;TRÁFEGO AÉREO;MAC
88076;TRÁFEGO AÉREO;MAC
88075;TRÁFEGO AÉREO;MAC
88074;TRÁFEGO AÉREO;MAC
88073;TRÁFEGO AÉREO;MAC
88072;COLISÃO COM AVE;BIRD
88071;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88070;PERDA DE CONTROLE EM VOO;LOC-I
88069;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88064;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88062;SEGURANÇA NA CABINE;CABIN
88061;OUTROS;OTHR
88059;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88058;OUTROS;OTHR
88057;EXCURSÃO DE PISTA;RE
88057;FOGO/FUMAÇA (SEM IMPACTO);F-NI
88055;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88054;PERDA DE CONTROLE EM VOO;LOC-I
88053;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88052;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88051;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88050;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88047;OPERAÇÕES NO SOLO;[RAMP]
88045;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88044;CONTATO ANORMAL COM A PISTAA;ARC
88043;SEGURANÇA NA CABINE;CABIN
88042;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88041;OPERAÇÕES NO SOLO;[RAMP]
88040;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88039;SEGURANÇA NA CABINE;CABIN
88038;OUTROS;OTHR
88037;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88035;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88034;INDETERMINADO;UNK
88033;COLISÃO COM AVE;BIRD
88032;OPERAÇÕES NO SOLO;[RAMP]
88031;COLISÃO COM AVE;BIRD
88030;OPERAÇÕES NO SOLO;[RAMP]
88029;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88027;COLISÃO COM AVE;BIRD
88025;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88024;OPERAÇÕES NO SOLO;[RAMP]
88023;COLISÃO COM AVE;BIRD
88022;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88021;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88020;FOGO/FUMAÇA (SEM IMPACTO);F-NI
88018;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88017;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
88015;EXCURSÃO DE PISTA;RE
88014;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88013;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88012;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88011;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88010;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88009;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88008;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88005;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
88003;EXCURSÃO DE PISTA;RE
88002;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
88001;EXCURSÃO DE PISTA;RE
88000;EXCURSÃO DE PISTA;RE
87999;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
87998;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87997;INDETERMINADO;UNK
87996;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87995;COLISÃO COM AVE;BIRD
87994;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87993;FOGO/FUMAÇA (SEM IMPACTO);F-NI
87993;OPERAÇÕES NO SOLO;[RAMP]
87992;OPERAÇÕES NO SOLO;[RAMP]
87991;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87990;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87989;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87988;OPERAÇÕES NO SOLO;[RAMP]
87986;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87985;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87984;PERDA DE CONTROLE EM VOO;LOC-I
87983;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87982;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87981;SEGURANÇA NA CABINE;CABIN
87980;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87979;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87978;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87977;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87975;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87974;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87973;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87972;OPERAÇÕES NO SOLO;[RAMP]
87971;COLISÃO COM AVE;BIRD
87968;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87967;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87966;FOGO/FUMAÇA (SEM IMPACTO);F-NI
87965;CORTANTE DE VENTO / TEMPESTADE;WSTRW
87964;OPERAÇÃO A BAIXA ALTITUDE;LALT
87962;VOO CONTROLADO CONTRA O TERRENO;CFIT
87961;TRÁFEGO AÉREO;MAC
87960;SEGURANÇA NA CABINE;CABIN
87957;FOGO/FUMAÇA (SEM IMPACTO);F-NI
87955;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87954;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87953;SEGURANÇA NA CABINE;CABIN
87952;OPERAÇÕES NO SOLO;[RAMP]
87951;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87950;COLISÃO COM AVE;BIRD
87949;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87948;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87947;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87945;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87944;CONTATO ANORMAL COM A PISTAA;ARC
87943;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87942;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87941;SEGURANÇA NA CABINE;CABIN
87940;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87939;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87938;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87936;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87935;TRÁFEGO AÉREO;MAC
87934;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87933;INCURSÃO EM PISTA;RI
87932;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87931;INCURSÃO EM PISTA;RI
87930;OUTROS;OTHR
87929;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS);ATM/CNS
87928;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87927;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87926;COLISÃO COM AVE;BIRD
87925;CORTANTE DE VENTO / TEMPESTADE;WSTRW
87924;OUTROS;OTHR
87923;TRÁFEGO AÉREO;MAC
87922;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87921;OPERAÇÃO A BAIXA ALTITUDE;LALT
87920;EXCURSÃO DE PISTA;RE
87920;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87920;PERDA DE CONTROLE NO SOLO;LOC-G
87917;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87916;COLISÃO COM AVE;BIRD
87915;TRÁFEGO AÉREO;MAC
87914;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87913;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87912;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87911;CONTATO ANORMAL COM A PISTAA;ARC
87910;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87909;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87908;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87907;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87905;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87904;TURBULÊNCIA;TURB
87903;TRÁFEGO AÉREO;MAC
87902;TRÁFEGO AÉREO;MAC
87901;TRÁFEGO AÉREO;MAC
87900;TRÁFEGO AÉREO;MAC
87899;INCURSÃO EM PISTA;RI
87898;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87897;PERDA DE CONTROLE EM VOO;LOC-I
87896;PERDA DE CONTROLE EM VOO;LOC-I
87895;PERDA DE CONTROLE EM VOO;LOC-I
87892;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87891;TRÁFEGO AÉREO;MAC
87890;OPERAÇÃO A BAIXA ALTITUDE;LALT
87889;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87888;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87886;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87884;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87883;FOGO/FUMAÇA (SEM IMPACTO);F-NI
87882;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87880;INCURSÃO EM PISTA;RI
87879;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87878;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS);ATM/CNS
87878;INCURSÃO EM PISTA;RI
87877;COLISÃO COM AVE;BIRD
87876;COLISÃO COM AVE;BIRD
87875;OPERAÇÃO A BAIXA ALTITUDE;LALT
87874;COLISÃO NO SOLO;GCOL
87873;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87871;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87870;INDETERMINADO;UNK
87869;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87868;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87866;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87865;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87864;COLISÃO COM AVE;BIRD
87863;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87862;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
87861;OUTROS;OTHR
87859;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
87858;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
